dataset_release_version,public_schema_version,id,canonical_slug,name_zh,name_en,sex,life_status,public_json
2026.08.12.1,1.3.0,00893b59-81d9-50ff-9156-7e47bcd10036,ling-ling-smithsonian-1972,玲玲,Ling-Ling,unknown,unknown,"{""aliases"":[{""kind"":""alias"",""language"":""zh-Hans"",""primary"":false,""source_ids"":[""src-external-media-review-ling-ling-smithsonian-1972-round610-local"",""src-smithsonian-lingling-history-2026"",""src-smithsonian-panda-history-rounds171-173-local"",""src-wikimedia-commons-local-media-20260725""],""value"":""Ling-Ling / 玲玲""}],""canonical_slug"":""ling-ling-smithsonian-1972"",""content"":[],""cover_image_url"":null,""external_identifiers"":[],""legacy_slugs"":[],""life_status"":""unknown"",""media"":[],""media_release"":{""display_mode"":""designed_empty_state"",""license_state"":""no_licensed_media"",""source_ids"":[]},""names"":[{""kind"":""official_romanization"",""language"":""en"",""primary"":true,""source_ids"":[""src-external-media-review-ling-ling-smithsonian-1972-round610-local"",""src-smithsonian-lingling-history-2026"",""src-smithsonian-panda-history-rounds171-173-local"",""src-wikimedia-commons-local-media-20260725""],""value"":""Ling-Ling""},{""kind"":""official"",""language"":""zh-Hans"",""primary"":true,""source_ids"":[""src-external-media-review-ling-ling-smithsonian-1972-round610-local"",""src-smithsonian-lingling-history-2026"",""src-smithsonian-panda-history-rounds171-173-local"",""src-wikimedia-commons-local-media-20260725""],""value"":""玲玲""}],""record_tier"":""identity_first_pass"",""revision_summaries"":[],""sex"":""unknown""}"
2026.08.12.1,1.3.0,00be71e7-08b1-524d-91e0-770f9a4fdabd,bing-dian-bingbing-twin-2000,冰点,Bing Dian,male,unknown,"{""aliases"":[{""kind"":""alias"",""language"":""zh-Hans"",""primary"":false,""source_ids"":[""src-panda-fr-bing-dian-chengdu-migration-round955-local"",""src-panda-fr-bingdian-parent-depth-round1376-local"",""src-pandafr-bingdian-migration-event-rounds2087-2106-local"",""src-pandanews-bingdian520-location-depth-round1635-local"",""src-pandapia-bingdian-behaviour-rounds1947-1966-local"",""src-pandapia-bingdian-bingbing-twin-2000-round451-local"",""src-pandapia-bingxing-existing-twin-relationship-round451-local""],""value"":""Bing Dian / 冰点""},{""kind"":""alias"",""language"":""zh-Hans"",""primary"":false,""source_ids"":[""src-panda-fr-bing-dian-chengdu-migration-round955-local"",""src-panda-fr-bingdian-parent-depth-round1376-local"",""src-pandafr-bingdian-migration-event-rounds2087-2106-local"",""src-pandanews-bingdian520-location-depth-round1635-local"",""src-pandapia-bingdian-behaviour-rounds1947-1966-local"",""src-pandapia-bingdian-bingbing-twin-2000-round451-local"",""src-pandapia-bingxing-existing-twin-relationship-round451-local""],""value"":""冰点 / Bing Dian""}],""canonical_slug"":""bing-dian-bingbing-twin-2000"",""content"":[],""cover_image_url"":null,""external_identifiers"":[],""legacy_slugs"":[],""life_status"":""unknown"",""media"":[],""media_release"":{""display_mode"":""designed_empty_state"",""license_state"":""no_licensed_media"",""source_ids"":[]},""names"":[{""kind"":""official_romanization"",""language"":""en"",""primary"":true,""source_ids"":[""src-panda-fr-bing-dian-chengdu-migration-round955-local"",""src-panda-fr-bingdian-parent-depth-round1376-local"",""src-pandafr-bingdian-migration-event-rounds2087-2106-local"",""src-pandanews-bingdian520-location-depth-round1635-local"",""src-pandapia-bingdian-behaviour-rounds1947-1966-local"",""src-pandapia-bingdian-bingbing-twin-2000-round451-local"",""src-pandapia-bingxing-existing-twin-relationship-round451-local""],""value"":""Bing Dian""},{""kind"":""official"",""language"":""zh-Hans"",""primary"":true,""source_ids"":[""src-panda-fr-bing-dian-chengdu-migration-round955-local"",""src-panda-fr-bingdian-parent-depth-round1376-local"",""src-pandafr-bingdian-migration-event-rounds2087-2106-local"",""src-pandanews-bingdian520-location-depth-round1635-local"",""src-pandapia-bingdian-behaviour-rounds1947-1966-local"",""src-pandapia-bingdian-bingbing-twin-2000-round451-local"",""src-pandapia-bingxing-existing-twin-relationship-round451-local""],""value"":""冰点""}],""record_tier"":""identity_first_pass"",""revision_summaries"":[],""sex"":""male""}"
2026.08.12.1,1.3.0,00c657db-7b86-57ec-bcb7-896738c8d920,run-yue-yuanrun-offspring-2020,润玥,Run Yue,female,unknown,"{""aliases"":[{""kind"":""alias"",""language"":""zh-Hans"",""primary"":false,""source_ids"":[""src-panda-fr-births-2020-run-yue-round992-local"",""src-panda-fr-births-2020-runyue-measurement-xiangguo-location-depth-rounds1449-1453-local"",""src-panda-fr-births-2020-runyue-relationship-round1223-local"",""src-panda-fr-births-2020-runyue-xiangguo-rounds1727-1746-local"",""src-pandapia-runyue-birth-event-rounds2047-2066-local"",""src-pandapia-runyue-yuanrun-offspring-2020-round455-local""],""value"":""Run Yue / 润玥""},{""kind"":""alias"",""language"":""zh-Hans"",""primary"":false,""source_ids"":[""src-panda-fr-births-2020-run-yue-round992-local"",""src-panda-fr-births-2020-runyue-measurement-xiangguo-location-depth-rounds1449-1453-local"",""src-panda-fr-births-2020-runyue-relationship-round1223-local"",""src-panda-fr-births-2020-runyue-xiangguo-rounds1727-1746-local"",""src-pandapia-runyue-birth-event-rounds2047-2066-local"",""src-pandapia-runyue-yuanrun-offspring-2020-round455-local""],""value"":""润玥 / Run Yue""}],""canonical_slug"":""run-yue-yuanrun-offspring-2020"",""content"":[],""cover_image_url"":null,""external_identifiers"":[],""legacy_slugs"":[],""life_status"":""unknown"",""media"":[],""media_release"":{""display_mode"":""designed_empty_state"",""license_state"":""no_licensed_media"",""source_ids"":[]},""names"":[{""kind"":""official_romanization"",""language"":""en"",""primary"":true,""source_ids"":[""src-panda-fr-births-2020-run-yue-round992-local"",""src-panda-fr-births-2020-runyue-measurement-xiangguo-location-depth-rounds1449-1453-local"",""src-panda-fr-births-2020-runyue-relationship-round1223-local"",""src-panda-fr-births-2020-runyue-xiangguo-rounds1727-1746-local"",""src-pandapia-runyue-birth-event-rounds2047-2066-local"",""src-pandapia-runyue-yuanrun-offspring-2020-round455-local""],""value"":""Run Yue""},{""kind"":""official"",""language"":""zh-Hans"",""primary"":true,""source_ids"":[""src-panda-fr-births-2020-run-yue-round992-local"",""src-panda-fr-births-2020-runyue-measurement-xiangguo-location-depth-rounds1449-1453-local"",""src-panda-fr-births-2020-runyue-relationship-round1223-local"",""src-panda-fr-births-2020-runyue-xiangguo-rounds1727-1746-local"",""src-pandapia-runyue-birth-event-rounds2047-2066-local"",""src-pandapia-runyue-yuanrun-offspring-2020-round455-local""],""value"":""润玥""}],""record_tier"":""identity_first_pass"",""revision_summaries"":[],""sex"":""female""}"
2026.08.12.1,1.3.0,00f69dbd-ae80-5ab0-a0cd-d1872a8c9233,niu-niu-qizai-mother,妞妞,Niu Niu,female,unknown,"{""aliases"":[{""kind"":""alias"",""language"":""zh-Hans"",""primary"":false,""source_ids"":[""src-official-caption-niu-niu-qizai-mother-round656-local"",""src-pandapia-niuniu-qizai-profile-round691-local"",""src-qizai-parents-2024-local""],""value"":""Niu Niu / 妞妞""}],""canonical_slug"":""niu-niu-qizai-mother"",""content"":[],""cover_image_url"":null,""external_identifiers"":[],""legacy_slugs"":[],""life_status"":""unknown"",""media"":[],""media_release"":{""display_mode"":""designed_empty_state"",""license_state"":""no_licensed_media"",""source_ids"":[]},""names"":[{""kind"":""official_romanization"",""language"":""en"",""primary"":true,""source_ids"":[""src-official-caption-niu-niu-qizai-mother-round656-local"",""src-pandapia-niuniu-qizai-profile-round691-local"",""src-qizai-parents-2024-local""],""value"":""Niu Niu""},{""kind"":""official"",""language"":""zh-Hans"",""primary"":true,""source_ids"":[""src-official-caption-niu-niu-qizai-mother-round656-local"",""src-pandapia-niuniu-qizai-profile-round691-local"",""src-qizai-parents-2024-local""],""value"":""妞妞""}],""record_tier"":""identity_first_pass"",""revision_summaries"":[],""sex"":""female""}"
2026.08.12.1,1.3.0,01878819-1eda-5d9c-96ab-bab66d3b0b09,shin-shin,真真,Shin Shin,female,alive,"{""aliases"":[{""kind"":""alternate_romanization"",""language"":""en"",""source_ids"":[""src_tokyo_zoo_ueno_panda_history"",""src_ueno_return_riri_shinshin""],""value"":""Xian Nu""},{""kind"":""alternate_romanization"",""language"":""en"",""source_ids"":[""src_tokyo_zoo_ueno_panda_history"",""src_ueno_return_riri_shinshin""],""value"":""Xin Xin""},{""kind"":""local_research_alias"",""language"":""zh-Hans"",""primary"":false,""source_ids"":[""src-ueno-family-update114-local"",""src-ueno-panda-history-local"",""src-ueno-riri-shinshin-return-2024-local"",""src-ueno-xiangxiang-first-birthday-2018-local"",""src-wikimedia-commons-local-media-20260725"",""src-xinhua-ueno_return-round32-local""],""value"":""仙女""}],""canonical_slug"":""shin-shin"",""content"":[{""locale"":""zh-CN"",""summary"":""2005 年出生于卧龙、2011 年抵达上野动物园的雌性大熊猫，是香香、晓晓和蕾蕾的母亲，2024 年返回雅安碧峰峡基地。"",""translation_status"":""approved""},{""locale"":""en"",""summary"":""Female giant panda born in Wolong in 2005, mother of Xiang Xiang, Xiao Xiao, and Lei Lei, and returned from Ueno to Bifengxia Base in 2024."",""translation_status"":""approved""}],""cover_image_url"":""https://api.zhipanda.com/media/releases/2026.07.20.2/media-shin-shin-6b36624de9829665-w1200.webp"",""external_identifiers"":[{""source_ids"":[""src_tokyo_zoo_ueno_panda_history""],""system"":""tokyo_zoo_profile_key"",""value"":""shin-shin""}],""legacy_slugs"":[{""source_ids"":[""src_tokyo_zoo_ueno_panda_history""],""value"":""shinshin""}],""life_status"":""alive"",""media"":[{""alt_en"":""Shin Shin eating bamboo at Ueno Zoo"",""alt_zh"":""真真在上野动物园吃竹子"",""bytes"":282766,""credit"":""EleniXDD / Wikimedia Commons"",""derivatives"":[{""bytes"":60930,""height"":360,""kind"":""width-480"",""mime_type"":""image/webp"",""sha256"":""d937360864bdae72e2fa093c5fa4ee244b9777e4b5b1b2543ca0b2931fe7561a"",""url"":""https://api.zhipanda.com/media/releases/2026.07.20.2/media-shin-shin-6b36624de9829665-w480.webp"",""width"":480},{""bytes"":282766,""height"":901,""kind"":""width-1200"",""mime_type"":""image/webp"",""sha256"":""8b68b238d65f9b90a914db1b98e6e5e03f04d4042b65e3e6638b6f3174dddb29"",""url"":""https://api.zhipanda.com/media/releases/2026.07.20.2/media-shin-shin-6b36624de9829665-w1200.webp"",""width"":1200}],""height"":901,""id"":""media-shin-shin-6b36624de9829665"",""mime_type"":""image/webp"",""panda_id"":""01878819-1eda-5d9c-96ab-bab66d3b0b09"",""rights"":""CC BY-SA 4.0"",""sha256"":""8b68b238d65f9b90a914db1b98e6e5e03f04d4042b65e3e6638b6f3174dddb29"",""source_ids"":[""src_commons_shin_shin_photo""],""source_url"":""https://commons.wikimedia.org/wiki/File:Shin_Shin_03.jpg"",""status"":""available"",""url"":""https://api.zhipanda.com/media/releases/2026.07.20.2/media-shin-shin-6b36624de9829665-w1200.webp"",""width"":1200}],""media_release"":{""display_mode"":""gallery"",""license_state"":""licensed"",""source_ids"":[""src_commons_shin_shin_photo""]},""names"":[{""kind"":""official"",""language"":""zh-Hans"",""primary"":true,""source_ids"":[""src_tokyo_zoo_ueno_panda_history"",""src_ueno_return_riri_shinshin""],""value"":""真真""},{""kind"":""official_romanization"",""language"":""en"",""primary"":true,""source_ids"":[""src_tokyo_zoo_ueno_panda_history"",""src_ueno_return_riri_shinshin""],""value"":""Shin Shin""}],""record_tier"":""complete_first_pass"",""revision_summaries"":[{""locale"":""zh-CN"",""summary"":""完成身份、出生、居住、事件、亲缘与授权照片的公开审核。""},{""locale"":""en"",""summary"":""Reviewed identity, birth, residency, events, lineage, and licensed media.""}],""sex"":""female""}"
2026.08.12.1,1.3.0,01c7d8af-fd3b-5887-95c3-d8ca8a806343,ya-ya-chengdu-1990,娅娅,Ya Ya,female,unknown,"{""aliases"":[],""canonical_slug"":""ya-ya-chengdu-1990"",""content"":[],""cover_image_url"":null,""external_identifiers"":[],""legacy_slugs"":[],""life_status"":""unknown"",""media"":[],""media_release"":{""display_mode"":""designed_empty_state"",""license_state"":""no_licensed_media"",""source_ids"":[]},""names"":[{""kind"":""official_romanization"",""language"":""en"",""primary"":true,""source_ids"":[""src-chinadaily-jingjing-family-2015-round81-local"",""src-pandapia-maomao-profile-round81-local"",""src-pandapia-yaya-chengdu-profile-round81-local"",""src-xinhua-olympic-panda-family-2023-round81-local""],""value"":""Ya Ya""},{""kind"":""official"",""language"":""zh-Hans"",""primary"":true,""source_ids"":[""src-chinadaily-jingjing-family-2015-round81-local"",""src-pandapia-maomao-profile-round81-local"",""src-pandapia-yaya-chengdu-profile-round81-local"",""src-xinhua-olympic-panda-family-2023-round81-local""],""value"":""娅娅""}],""record_tier"":""identity_first_pass"",""revision_summaries"":[],""sex"":""female""}"
2026.08.12.1,1.3.0,03537ec8-01ab-5c1f-8ed1-62b81aab57de,sa-er-jiaozi-triplet-survivor-2013,仨儿,Sa Er,female,unknown,"{""aliases"":[{""kind"":""alias"",""language"":""zh-Hans"",""primary"":false,""source_ids"":[""src-panda-fr-births-2013-sa-er-round1103-local"",""src-panda-fr-births-2013-saer-location-depth-round1562-local"",""src-panda-fr-births-2013-saer-relationship-round1306-local"",""src-pandapia-sa-er-jiaozi-triplet-survivor-2013-round868-local"",""src-pandapia-saer-jiaozi-triplet-survivor-2013-round420-local"",""src-pandapia-saer-transfer-rounds1827-1846-local""],""value"":""Sa Er / 仨儿""}],""canonical_slug"":""sa-er-jiaozi-triplet-survivor-2013"",""content"":[],""cover_image_url"":null,""external_identifiers"":[],""legacy_slugs"":[],""life_status"":""unknown"",""media"":[],""media_release"":{""display_mode"":""designed_empty_state"",""license_state"":""no_licensed_media"",""source_ids"":[]},""names"":[{""kind"":""official_romanization"",""language"":""en"",""primary"":true,""source_ids"":[""src-panda-fr-births-2013-sa-er-round1103-local"",""src-panda-fr-births-2013-saer-location-depth-round1562-local"",""src-panda-fr-births-2013-saer-relationship-round1306-local"",""src-pandapia-sa-er-jiaozi-triplet-survivor-2013-round868-local"",""src-pandapia-saer-jiaozi-triplet-survivor-2013-round420-local"",""src-pandapia-saer-transfer-rounds1827-1846-local""],""value"":""Sa Er""},{""kind"":""official"",""language"":""zh-Hans"",""primary"":true,""source_ids"":[""src-panda-fr-births-2013-sa-er-round1103-local"",""src-panda-fr-births-2013-saer-location-depth-round1562-local"",""src-panda-fr-births-2013-saer-relationship-round1306-local"",""src-pandapia-sa-er-jiaozi-triplet-survivor-2013-round868-local"",""src-pandapia-saer-jiaozi-triplet-survivor-2013-round420-local"",""src-pandapia-saer-transfer-rounds1827-1846-local""],""value"":""仨儿""}],""record_tier"":""identity_first_pass"",""revision_summaries"":[],""sex"":""female""}"
2026.08.12.1,1.3.0,037a8511-5036-5368-af3e-a6838af588a3,ju-xiao-wolong-2002,菊笑,Ju Xiao,female,unknown,"{""aliases"":[{""kind"":""alias"",""language"":""zh-Hans"",""primary"":false,""source_ids"":[""src-chinanews-chimelong-triplet-names-round169-local"",""src-chinanews-juxiao-triplet-birth-round169-local"",""src-external-media-review-ju-xiao-wolong-2002-round609-local"",""src-xinhua-juxiao-care-composite-round169-local"",""src-xinhua-juxiao-early-care-round169-local"",""src-xinhua-juxiao-sleep-play-round169-local""],""value"":""Ju Xiao / 菊笑""}],""canonical_slug"":""ju-xiao-wolong-2002"",""content"":[],""cover_image_url"":null,""external_identifiers"":[],""legacy_slugs"":[],""life_status"":""unknown"",""media"":[],""media_release"":{""display_mode"":""designed_empty_state"",""license_state"":""no_licensed_media"",""source_ids"":[]},""names"":[{""kind"":""official_romanization"",""language"":""en"",""primary"":true,""source_ids"":[""src-chinanews-chimelong-triplet-names-round169-local"",""src-chinanews-juxiao-triplet-birth-round169-local"",""src-external-media-review-ju-xiao-wolong-2002-round609-local"",""src-xinhua-juxiao-care-composite-round169-local"",""src-xinhua-juxiao-early-care-round169-local"",""src-xinhua-juxiao-sleep-play-round169-local""],""value"":""Ju Xiao""},{""kind"":""official"",""language"":""zh-Hans"",""primary"":true,""source_ids"":[""src-chinanews-chimelong-triplet-names-round169-local"",""src-chinanews-juxiao-triplet-birth-round169-local"",""src-external-media-review-ju-xiao-wolong-2002-round609-local"",""src-xinhua-juxiao-care-composite-round169-local"",""src-xinhua-juxiao-early-care-round169-local"",""src-xinhua-juxiao-sleep-play-round169-local""],""value"":""菊笑""}],""record_tier"":""identity_first_pass"",""revision_summaries"":[],""sex"":""female""}"
2026.08.12.1,1.3.0,039bfaa4-84ff-5527-bb3c-f1736e5b469a,qi-bao-chongqing-2021,奇宝,Qi Bao,male,unknown,"{""aliases"":[{""kind"":""alias"",""language"":""zh-Hans"",""primary"":false,""source_ids"":[""src-cq-qizhen-qibao-adoption-2022-round61-local"",""src-cq-qizhen-qibao-date-conflict-2022-round61-local"",""src-cq-qizhen-qibao-detail-2021-round61-local"",""src-cq-qizhen-qibao-exhibit-2021-round61-local"",""src-cq-qizhen-qibao-group-2023-round61-local"",""src-cq-qizhen-qibao-naming-gallery-2021-round61-local"",""src-cq-qizhen-qibao-sibling-2024-round61-local"",""src-pandapia-media-gap-qi-bao-chongqing-2021-round572-local""],""value"":""Qi Bao / 奇宝""}],""canonical_slug"":""qi-bao-chongqing-2021"",""content"":[],""cover_image_url"":null,""external_identifiers"":[],""legacy_slugs"":[],""life_status"":""unknown"",""media"":[],""media_release"":{""display_mode"":""designed_empty_state"",""license_state"":""no_licensed_media"",""source_ids"":[]},""names"":[{""kind"":""official_romanization"",""language"":""en"",""primary"":true,""source_ids"":[""src-cq-qizhen-qibao-adoption-2022-round61-local"",""src-cq-qizhen-qibao-date-conflict-2022-round61-local"",""src-cq-qizhen-qibao-detail-2021-round61-local"",""src-cq-qizhen-qibao-exhibit-2021-round61-local"",""src-cq-qizhen-qibao-group-2023-round61-local"",""src-cq-qizhen-qibao-naming-gallery-2021-round61-local"",""src-cq-qizhen-qibao-sibling-2024-round61-local"",""src-pandapia-media-gap-qi-bao-chongqing-2021-round572-local""],""value"":""Qi Bao""},{""kind"":""official"",""language"":""zh-Hans"",""primary"":true,""source_ids"":[""src-cq-qizhen-qibao-adoption-2022-round61-local"",""src-cq-qizhen-qibao-date-conflict-2022-round61-local"",""src-cq-qizhen-qibao-detail-2021-round61-local"",""src-cq-qizhen-qibao-exhibit-2021-round61-local"",""src-cq-qizhen-qibao-group-2023-round61-local"",""src-cq-qizhen-qibao-naming-gallery-2021-round61-local"",""src-cq-qizhen-qibao-sibling-2024-round61-local"",""src-pandapia-media-gap-qi-bao-chongqing-2021-round572-local""],""value"":""奇宝""}],""record_tier"":""identity_first_pass"",""revision_summaries"":[],""sex"":""male""}"
2026.08.12.1,1.3.0,03f4bf14-ae84-558f-8f86-bb3a8feedb82,mei-mei-chengdu-founder-1972,美美,Mei Mei,female,unknown,"{""aliases"":[{""kind"":""alias"",""language"":""zh-Hans"",""primary"":false,""source_ids"":[""src-pandanews-meimei152-location-depth-round1644-local"",""src-pandapia-meimei-birth-event-rounds2107-2126-local"",""src-pandapia-meimei-chengdu-founder-1972-round499-local"",""src-pandapia-meimei-rescue-rounds1947-1966-local"",""src-people-daily-mei-mei-hero-mother-round985-local"",""src-people-daily-meimei-reproduction-depth-round1386-local""],""value"":""Mei Mei / 美美""},{""kind"":""alias"",""language"":""zh-Hans"",""primary"":false,""source_ids"":[""src-pandanews-meimei152-location-depth-round1644-local"",""src-pandapia-meimei-birth-event-rounds2107-2126-local"",""src-pandapia-meimei-chengdu-founder-1972-round499-local"",""src-pandapia-meimei-rescue-rounds1947-1966-local"",""src-people-daily-mei-mei-hero-mother-round985-local"",""src-people-daily-meimei-reproduction-depth-round1386-local""],""value"":""美美 / Mei Mei""}],""canonical_slug"":""mei-mei-chengdu-founder-1972"",""content"":[],""cover_image_url"":null,""external_identifiers"":[],""legacy_slugs"":[],""life_status"":""unknown"",""media"":[],""media_release"":{""display_mode"":""designed_empty_state"",""license_state"":""no_licensed_media"",""source_ids"":[]},""names"":[{""kind"":""official_romanization"",""language"":""en"",""primary"":true,""source_ids"":[""src-pandanews-meimei152-location-depth-round1644-local"",""src-pandapia-meimei-birth-event-rounds2107-2126-local"",""src-pandapia-meimei-chengdu-founder-1972-round499-local"",""src-pandapia-meimei-rescue-rounds1947-1966-local"",""src-people-daily-mei-mei-hero-mother-round985-local"",""src-people-daily-meimei-reproduction-depth-round1386-local""],""value"":""Mei Mei""},{""kind"":""official"",""language"":""zh-Hans"",""primary"":true,""source_ids"":[""src-pandanews-meimei152-location-depth-round1644-local"",""src-pandapia-meimei-birth-event-rounds2107-2126-local"",""src-pandapia-meimei-chengdu-founder-1972-round499-local"",""src-pandapia-meimei-rescue-rounds1947-1966-local"",""src-people-daily-mei-mei-hero-mother-round985-local"",""src-people-daily-meimei-reproduction-depth-round1386-local""],""value"":""美美""}],""record_tier"":""identity_first_pass"",""revision_summaries"":[],""sex"":""female""}"
